Total Household Income,Total Food Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,Fashion Spendings,Housing Expenditure,Medical Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Farming and Gardening expenses,Miscellaneous and Special Occasions Expenditure,Sex,Age,Marital Status,Total Number of Family members,Savings
129695,33382.0,0,0,0,260,6060,1680,1440,1050,0,0,1338,0,75,2,1,84485.0
335306,104209.5,2660,0,520,2435,24120,900,5136,900,2750,2820,10698,1,67,1,6,178157.5
63590,31283.5,0,270,0,200,4500,50,600,60,0,21325,1158,1,55,0,1,4143.5
178645,32510.5,730,520,3750,1110,5490,332,1350,420,0,1100,2352,1,25,1,4,128980.5
188775,68057.0,0,270,0,960,6048,55,1680,300,0,0,2832,0,59,0,4,108573.0
192660,61242.0,2025,420,0,770,6420,0,1140,252,370,18505,2718,1,76,1,3,98798.0
389104,71983.5,1130,2535,234,2850,13782,0,3528,870,200,21525,28320,1,68,2,4,242146.5
104895,50130.0,2225,0,0,1250,6000,35,5040,660,600,0,4050,0,28,1,2,34905.0
208909,82428.0,7940,750,0,610,10158,150,3420,960,15026,51150,6718,1,48,1,4,29599.0
123070,58424.0,0,0,0,3370,6492,1200,1440,0,0,19525,4938,1,76,1,2,27681.0
248954,97653.0,6640,0,0,1000,12240,920,9960,1140,1800,0,14518,0,63,2,4,103083.0
191514,91547.0,565,1180,0,2385,6600,100,2040,1260,350,27050,8754,1,56,1,7,49683.0
145666,91903.0,3320,0,0,1040,5280,130,3360,750,520,0,5314,0,75,2,5,34049.0
211642,99964.5,6970,870,494,1970,10404,620,3762,960,12300,52665,16120,1,59,1,5,4542.5
217042,75430.5,5025,1211,0,4450,13620,170,2322,810,1110,40731,11466,1,55,1,4,60696.5
236006,83902.0,7390,0,5068,2730,18420,130,4140,1200,560,0,18180,1,78,2,3,94286.0
194670,87234.5,3685,0,0,1550,10518,109,3048,720,2410,69386,8374,0,39,3,5,7635.5
183770,88002.5,3000,1865,1986,4330,17736,3350,9528,1560,0,0,11650,0,62,2,3,40762.5
521338,147376.0,8044,4368,1040,1940,18726,1560,29514,2040,650,0,23290,1,68,1,7,282790.0
217908,102666.5,730,2072,1326,1265,6594,60,2400,420,260,60725,6050,1,54,1,8,33339.5
189340,46884.5,0,1104,520,460,13080,0,1080,1320,0,0,5138,1,49,1,1,119753.5
121865,70524.5,0,940,0,2020,4206,1005,2304,300,0,27339,4916,1,66,1,3,8310.5
153195,51051.0,0,270,0,430,7980,2925,3042,840,0,0,9480,0,55,2,3,77177.0
272610,93942.5,7770,1495,5068,2575,13920,50,8940,1020,3030,0,13252,1,36,1,4,121547.5
182344,70116.0,2850,1950,0,640,3600,75,2640,120,470,0,4514,1,46,1,7,95369.0
336128,79752.5,12700,2900,12,920,17580,3600,11640,12300,0,0,53028,1,57,0,1,141695.5
237680,81365.0,8605,1938,270,2170,18498,5760,3840,1560,235,0,8158,1,34,1,5,105281.0
82946,51327.5,5520,2341,3640,1720,2826,438,7440,996,500,0,2944,1,84,1,5,3253.5
184632,84236.0,15880,0,0,4946,16740,398,17400,14880,475,0,14648,0,45,2,6,15029.0
115317,72048.5,780,0,0,2248,4668,3625,9780,816,0,0,6434,1,66,1,2,14917.5
122177,71327.5,1820,0,0,1490,5634,4429,402,0,0,27069,1928,1,79,1,2,8077.5
275310,34575.5,600,3224,4420,1685,4824,106197,1692,0,0,68642,38384,1,67,2,1,11066.5
155646,55225.0,4800,190,6240,1603,11646,253,1188,468,623,0,4430,1,35,1,3,68980.0
109512,72545.0,2000,2124,9230,980,3930,514,942,612,780,10923,3090,1,34,1,6,1842.0
98304,79213.5,4220,0,0,2791,3600,931,3030,612,420,0,5476,1,35,1,6,-1989.5
150026,92983.0,10440,612,4260,5564,7758,707,960,984,1235,13074,8054,1,43,1,6,3395.0
163008,96789.5,13220,5070,5200,3141,4596,4423,5274,1164,1310,0,8502,0,50,2,6,14318.5
79984,59522.5,16120,288,4420,1728,8040,5367,600,216,130,0,1914,0,81,2,6,-18361.5
108332,44053.0,2750,1308,0,1590,4140,31740,2268,732,75,0,6076,1,36,1,3,13600.0
102340,54016.5,1820,45,0,460,4596,422,888,288,0,8316,2096,1,58,1,2,29392.5
140033,76125.5,3600,2700,0,3451,8238,2102,16920,3312,29284,0,5770,1,42,1,4,-11469.5
838608,149362.0,24600,480,0,19449,22428,3340,35154,16260,64700,0,106650,0,62,2,6,396185.0
282988,74396.5,5340,270,3640,2070,12360,352,5400,1536,23584,37320,9980,1,42,1,6,106739.5
81900,43535.5,0,300,9050,2439,1530,122,10350,2520,0,0,10646,1,42,1,5,1407.5
46160,23472.0,0,225,1142,860,2820,210,432,360,125,0,6408,1,38,1,5,10106.0
90330,44951.0,0,720,8507,900,2748,573,10560,1128,2990,0,6862,1,52,1,8,10391.0
43755,16079.0,150,0,0,485,1698,416,2664,0,0,0,1104,0,71,2,2,21159.0
63914,21725.5,250,180,0,340,6600,290,2454,252,0,0,7482,1,38,1,2,24340.5
80677,41283.0,520,30,380,1060,4422,231,7560,540,3950,0,10264,1,42,1,5,10437.0
109764,57272.0,4200,270,0,6727,4470,518,16440,900,7596,0,10884,1,41,1,4,487.0
335426,85248.5,4200,2386,0,14024,15600,1100,44940,6840,9070,0,22486,1,41,1,5,129531.5
476197,90801.5,1950,0,0,10914,29700,2114,8850,7800,51200,92030,27330,1,44,1,5,153507.5
147810,61737.0,1300,100,0,1811,6000,545,6540,960,0,16955,5074,1,68,1,5,46788.0
135150,55391.5,7800,7280,9955,4840,3450,2476,16902,2640,0,0,10220,0,53,3,3,14195.5
120135,23629.0,520,2600,7240,670,1620,40,10044,648,0,0,3180,1,31,0,1,69944.0
127335,49957.5,0,0,0,3765,5430,716,11040,840,4045,0,13120,1,60,1,5,38421.5
59458,18608.0,240,0,0,1283,9780,5068,5040,612,0,0,5178,1,76,1,2,13649.0
194598,80189.5,3300,90,0,4699,7866,358,7080,840,30,19730,19130,1,68,1,5,51285.5
94140,30482.5,2875,0,0,1345,17886,12866,4800,648,14080,4630,1956,1,85,1,4,2571.5
356455,75313.0,7380,0,0,3340,15000,304,11970,600,11000,0,14726,1,45,1,5,216822.0
65206,48337.5,800,181,3393,679,8454,339,1122,300,185,8240,4238,1,62,1,4,-11062.5
256158,76586.0,18400,435,0,7692,6810,1013,7704,1080,28910,30185,14938,1,40,1,4,62405.0
52179,25135.5,560,0,0,750,5070,684,948,0,530,11735,804,1,67,1,4,5962.5
83903,48059.5,1940,180,520,891,6840,5748,918,120,1450,19700,1998,1,57,1,8,-4461.5
249805,76166.5,2900,778,3380,3955,6360,147,1338,420,950,116649,2130,1,52,2,8,34631.5
247084,82732.5,3200,910,2600,5250,7590,174,4524,600,25300,102398,4998,1,58,1,7,6807.5
594631,52910.0,1080,1476,1040,5090,4950,4255,6474,300,150,48326,2766,1,65,2,5,465814.0
401220,69217.5,26440,690,0,9039,10260,117,5358,1080,67900,27810,13744,1,46,1,6,169564.5
81558,52784.0,760,782,624,1625,4680,105,948,270,950,9660,7010,1,46,1,7,1360.0
78434,32130.5,700,270,520,600,2772,96,912,270,300,25974,960,1,54,1,3,12929.5
108554,57211.0,4100,780,980,2840,5760,140,1188,0,630,28889,1410,1,41,1,5,4626.0
54480,25327.5,5430,1170,5460,1245,4452,10,612,750,0,0,2142,1,39,0,1,7881.5
99746,47545.5,1800,2880,0,4146,7506,2088,1044,3192,0,0,3030,1,74,1,2,26514.5
76920,33107.0,5760,36,0,1590,8676,427,4536,1560,0,0,6084,0,62,2,2,15144.0
241214,98540.5,16120,1497,0,6236,22764,37002,8430,3708,500,0,14898,1,52,1,7,31518.5
128372,93775.0,8680,0,0,2852,15636,1649,4836,840,750,0,6900,1,73,1,12,-7546.0
163508,112586.5,6780,0,0,1544,14520,9554,11304,2280,1280,0,10002,0,64,2,7,-6342.5
144816,45911.0,3390,480,0,7620,5100,3590,4140,360,0,0,46658,0,67,2,3,27567.0
493965,111571.5,26036,4080,7086,28060,15714,2848,18504,11394,49075,0,42016,1,49,3,8,177580.5
133699,102508.5,17270,270,5804,4505,7890,2065,9324,1176,1000,0,6446,1,48,1,7,-24559.5
176618,78894.5,21060,0,0,4380,13410,22520,17076,1920,1220,0,13632,1,53,1,5,2505.5
198475,68232.0,13380,48,5960,8355,19998,2474,8028,3198,2079,0,28632,1,41,1,4,38091.0
379590,120160.0,44040,0,0,10086,22398,135,3168,2340,1595,0,7710,1,42,1,6,167958.0
574872,77525.5,39000,0,0,5599,11010,6372,55020,11892,0,0,17064,1,54,2,1,351389.5
280067,83750.5,1580,0,0,6909,18252,8111,10350,6300,0,0,25396,1,58,1,4,119418.5
1161956,137774.5,48464,0,3620,16195,26106,4236,55620,21600,14350,0,49388,1,55,1,5,784602.5
427180,157560.0,30683,1130,4140,11688,14184,3325,20274,2100,400,0,26586,0,69,2,7,155110.0
363367,62694.0,29376,0,0,5795,15636,33538,21618,9600,77000,21160,15168,0,18,0,2,71782.0
718238,175241.5,30839,1656,1560,12065,14676,1452,30954,8616,11350,0,52354,1,60,1,8,377474.5
142940,57466.0,2780,0,520,5035,12474,2747,6600,960,0,0,3432,0,66,2,3,50926.0
511900,144653.5,36850,0,0,20559,28392,5173,18810,18780,2570,0,32682,1,43,1,4,203430.5
318438,99209.5,20228,0,0,10781,37656,11540,20082,6000,58000,0,19318,0,39,2,3,35623.5
1107119,106153.0,46996,2660,0,11886,17820,15052,17472,10200,73800,0,84896,1,52,1,4,720184.0
327272,104156.0,24496,0,0,8122,16074,29075,12372,4716,52000,0,13118,0,69,2,3,63143.0
242800,57163.5,14900,480,0,5625,16962,5482,16608,9960,11600,0,16174,0,60,2,2,87845.5
647108,146336.0,30118,600,0,16400,25740,4642,75564,14688,4650,0,69536,1,44,1,5,258834.0
352952,87281.0,20194,0,0,9862,19470,804,7776,6954,12200,0,38860,0,42,4,2,149551.0
212350,56941.0,7720,0,0,8427,11634,328,23352,2280,0,0,24236,1,27,1,2,77432.0
1396000,148394.0,25000,840,0,15816,33540,2561,48354,10404,7000,0,51288,1,50,1,5,1052803.0
297180,126536.5,11578,5700,3620,6646,19134,3892,21822,4440,2050,0,31636,1,62,2,6,60125.5
251798,107260.0,16070,0,0,5039,32232,285,14760,2280,15400,0,29950,1,41,1,4,28522.0
380310,101358.0,28994,0,0,56566,14550,15720,10368,4080,69900,0,17054,1,41,1,5,61720.0
62287,34583.5,0,0,3620,450,4488,0,1002,360,0,6435,1320,1,43,3,1,10028.5
35280,15058.5,0,300,1040,1105,5970,80,696,180,0,2213,1116,0,32,1,1,7521.5
152834,93154.5,1645,2920,6136,3492,6528,6654,9318,360,610,0,4440,1,25,1,4,17576.5
126211,37894.5,1571,1620,0,1825,6642,38221,1050,360,2250,10440,4908,1,78,1,4,19429.5
85409,46314.5,1946,938,3630,1240,9936,552,5040,1248,910,0,5322,1,35,1,5,8332.5
69930,31791.0,1290,0,0,1465,12828,1240,3522,960,460,1990,4362,0,61,2,3,10022.0
108468,74450.0,5340,390,0,3678,6036,505,900,960,1326,0,5574,1,32,1,6,9309.0
370960,86692.0,30200,840,4525,4615,25308,1076,7548,6960,0,0,23610,0,51,1,6,179586.0
90946,54508.5,3740,0,0,1815,6336,2008,1092,0,490,0,5540,0,70,2,3,15416.5
37353,16092.5,300,168,0,500,2838,725,3420,0,0,0,1596,0,70,2,1,11713.5
178652,127430.5,3060,300,7240,1340,10044,740,3030,720,710,1320,12728,1,59,1,7,9989.5
59415,35092.5,2990,0,0,449,5952,2524,1422,600,500,0,1512,1,59,1,4,8373.5
148383,46748.0,3315,80,0,4054,7932,340,6384,1920,250,7150,19196,1,45,1,4,51014.0
225271,115606.5,34260,0,2715,8978,9870,540,12552,3000,2250,0,29856,1,55,1,6,5643.5
132614,76715.5,3200,732,0,4420,5034,2680,1176,684,3620,26410,12960,1,52,1,6,-5017.5
122196,48932.0,3000,2190,880,5940,9900,2280,3600,480,1110,32840,11560,1,35,1,4,-516.0
2049134,197657.0,44000,0,0,112830,91866,40980,60750,50280,44772,478260,95936,1,43,1,5,831803.0
964300,30580.0,2000,0,0,0,12258,10630,17202,7080,0,0,16600,0,78,2,2,867950.0
115208,51851.5,8400,0,0,3000,12924,5745,7980,2880,0,0,10940,1,58,0,2,11487.5
714506,116410.5,41600,0,0,24200,31926,83250,29796,14700,47000,0,77618,0,39,4,2,248005.5
92819,66134.0,6900,1170,910,3490,5100,1675,3120,0,4300,500,1404,1,49,1,5,-1884.0
681291,101810.0,26200,0,0,6785,26778,6450,73002,9600,43600,0,18680,1,56,1,5,368386.0
1242860,143991.0,56000,0,0,42980,30480,8500,70098,17640,83400,109980,80124,1,60,1,4,599667.0
379500,65486.0,30500,0,0,15100,20376,10100,15000,3480,0,0,36000,0,65,2,3,183458.0
445180,107818.5,3500,1170,0,20760,24600,30090,20898,12360,9850,22770,37084,1,50,1,7,154279.5
234774,66281.0,8000,900,3120,4040,24816,19251,16398,4800,0,0,22630,1,62,1,3,64538.0
365038,102686.0,6400,480,1300,15760,20100,21770,12702,7800,12000,0,61334,1,56,1,6,102706.0
130820,110514.5,12300,0,0,2790,6600,1435,5400,1800,2500,0,5340,1,46,1,10,-17859.5
498633,123049.0,15000,1800,0,12250,37560,24436,20298,7440,2750,0,45144,1,40,1,6,208906.0
150460,54610.0,0,0,0,3535,5280,2790,6480,1980,0,0,11356,1,79,1,3,64429.0
720598,142557.5,192454,3792,10860,11645,46314,3396,1962,1260,5120,0,23978,1,42,1,10,277259.5
339740,57281.0,1500,1275,0,8905,25794,5392,21132,7680,1390,0,17084,1,56,1,4,192307.0
111694,60856.5,4900,720,5172,1215,4194,405,9264,1662,8145,0,10758,1,50,1,5,4402.5
192638,88244.0,18800,0,8310,1545,14250,441,10518,1518,835,0,11814,1,51,1,5,36363.0
239644,73521.0,18200,23750,0,6564,9228,2380,22572,7200,0,0,16206,1,48,1,4,60023.0
341360,133154.5,51224,0,0,8895,27786,912,15600,10920,32500,0,17952,1,50,1,5,42416.5
428420,115761.5,21500,0,0,17004,28500,6000,22422,3744,31246,0,24478,0,62,2,6,157764.5
155498,73258.0,3400,95,0,350,19260,108,2904,900,4200,0,9576,1,53,1,6,41447.0
176280,58986.0,19280,0,0,345,6678,12420,11664,3282,40340,0,4032,0,46,2,4,19253.0
102242,43919.0,5250,360,3640,145,3408,76,1434,1224,800,436,2808,1,75,2,4,38742.0
109032,30555.0,6280,3092,8326,990,6456,225,12000,306,0,0,6550,1,51,2,2,34252.0
71980,12847.5,5980,4160,7695,5130,5148,298,5880,144,0,0,3510,1,20,0,1,21187.5
128440,55190.5,6020,0,0,2015,4860,435,2160,1380,900,0,7158,1,30,1,5,48321.5
159600,93804.0,6800,0,260,1020,9270,590,8718,2700,2248,0,8994,1,65,1,3,25196.0
239988,78177.0,3000,7410,21800,3660,6570,1945,10410,3192,4575,0,12258,1,55,1,6,86991.0
168226,98676.5,11180,2884,3620,2561,12168,1430,4740,2868,1810,0,26026,0,68,2,3,262.5
94769,35492.5,0,840,0,200,9276,6584,2184,1800,0,0,7594,1,60,1,2,30798.5
145962,41832.0,8580,1920,0,800,13944,3654,8964,3792,19000,6905,10496,1,51,2,4,26075.0
452548,103721.0,1900,1860,6335,7853,17448,1463,1656,4680,750,102420,37342,1,64,1,9,165120.0
277911,160564.5,2560,3420,13575,4323,27348,3416,21240,2700,1310,0,19964,1,75,2,11,17490.5
68429,44979.5,3080,0,0,2345,5388,1598,4464,744,550,0,4692,0,59,2,2,588.5
419430,184781.5,3340,6930,16833,18257,35400,102440,6306,4800,0,0,36554,1,63,1,6,3788.5
320636,107282.0,7880,0,0,2873,22812,12542,25260,3936,69650,9440,40908,1,60,1,6,18053.0
88893,46508.5,4500,0,0,2821,5160,5057,5016,1752,17300,0,11598,1,65,1,2,-10819.5
148472,88112.5,3320,5330,4160,4089,6594,838,7296,1080,1158,0,14184,1,43,1,5,12310.5
237944,54840.0,2290,1872,0,2431,16680,480,7170,900,574,0,21545,1,38,1,4,129162.0
116682,64940.5,2820,0,0,3605,4230,1579,7800,384,200,0,7032,1,31,1,4,24091.5
109842,63007.5,8740,558,2172,4615,4488,698,624,1080,200,0,11910,0,74,2,5,11749.5
197137,99681.0,3320,960,1300,7336,38310,1490,912,0,1140,0,27718,1,37,1,5,14970.0
193805,109837.5,19580,930,0,5365,11808,1300,8898,960,11700,0,22434,1,49,1,5,992.5
180021,67981.0,4060,2070,2811,4896,17040,1282,1890,2748,1500,0,12812,1,58,2,4,60931.0
464590,63521.0,2840,1950,600,17680,14736,17884,23268,3960,0,45530,46862,1,67,1,3,225759.0
270620,76706.0,14325,1080,4785,2220,9168,540,5376,1608,0,0,21484,1,54,1,3,133328.0
206199,118064.0,19320,546,8145,4762,4710,4457,28512,1800,3000,0,21740,1,54,1,7,-8857.0
171553,75092.0,3412,235,1736,5050,12900,927,5280,444,535,0,9702,1,39,1,6,56240.0
202283,79482.5,4980,1500,2028,4478,9420,3494,5208,2640,500,0,13164,1,66,1,4,75388.5
157506,92225.0,7246,2574,7658,10863,9804,1039,7200,180,1600,0,7114,1,33,1,6,10003.0
59839,37515.0,400,3150,2340,400,4722,428,1200,270,120,0,2394,0,63,2,4,6900.0
88578,55149.0,1345,1200,72,1805,11502,2213,1896,270,600,26630,1746,1,55,1,5,-15850.0
40261,18212.0,0,0,0,580,2400,260,900,300,0,8015,1110,0,59,2,1,8484.0
108514,69620.0,4475,245,780,1055,5994,606,1320,540,790,16115,2118,1,53,1,6,4856.0
161075,79453.5,4578,480,1040,1656,6996,406,1992,780,1200,0,3000,1,39,1,5,59493.5
119538,49734.0,7815,300,0,2935,3948,212,7278,720,1210,2855,8322,0,57,2,4,34209.0
169670,62851.0,3050,250,1040,3330,18672,1018,3492,360,900,7602,4512,1,59,1,5,62593.0
100378,36239.5,1600,0,1280,900,18372,7590,3096,180,2500,1830,2598,1,68,1,2,24192.5
155364,67958.0,1404,0,0,2420,11430,320,1740,2160,200,0,4722,1,31,1,8,63010.0
105202,72017.0,6430,750,0,1100,14838,260,4308,1080,848,0,2478,1,44,1,6,1093.0
135280,67795.0,1232,525,724,540,6690,241,3408,540,780,0,4342,1,65,1,5,48463.0
252803,69214.5,5090,0,0,4580,14076,2338,3540,540,300,36770,22084,1,63,1,4,94270.5
394379,152174.0,10440,3915,16290,4405,21768,4473,1380,4500,40000,0,8712,1,65,1,7,126322.0
124484,86275.0,7325,0,0,1554,5226,624,2400,420,2912,15317,4932,1,44,1,8,-2501.0
248813,63555.5,2573,166,2730,960,9864,438,1800,276,3582,0,11118,1,47,1,9,151750.5
572976,89654.0,32620,0,0,885,9024,168,2016,900,18350,0,9220,1,50,1,4,410139.0
110280,58144.0,4810,0,6016,135,5250,515,1320,294,650,0,1788,1,22,1,5,31358.0
147460,77302.5,3905,200,598,920,6936,700,3162,996,4070,20960,17700,1,48,1,5,10010.5
217666,77491.0,15330,6760,10860,28857,13680,3304,12564,4800,2500,0,26898,1,30,1,3,14622.0
206211,132501.0,7210,5488,12324,2586,12618,971,5472,5520,815,0,12000,0,62,1,9,8706.0
169742,81987.5,10700,1440,8145,5400,9336,352,14976,3384,0,0,12660,1,30,1,3,21361.5
135547,57562.5,7160,0,1448,3685,9024,782,4740,1002,1025,0,7156,1,77,2,8,41962.5
129257,79821.5,3510,2040,3212,4155,6450,356,2454,720,1700,0,11132,1,32,0,8,13706.5
231563,128067.5,10880,0,0,4806,11274,1607,16134,1800,1310,0,7788,1,58,1,10,47896.5
143350,48790.5,260,0,0,1194,11856,4789,6156,2160,0,0,15168,0,78,2,3,52976.5
311980,103682.0,11020,1800,5430,9358,23766,1165,9396,1920,43415,0,8226,1,42,1,6,92802.0
29358,16864.5,640,0,1810,0,6858,118,768,0,0,0,384,0,78,1,2,1915.5
409167,115201.5,11490,100,1810,9268,26658,2301,13710,2520,1600,74000,29902,1,36,1,4,120606.5
137801,107601.5,1500,168,2050,550,10908,252,9864,648,1520,0,4620,1,42,1,6,-1880.5
540882,221418.5,14350,9094,0,16305,58620,5681,17904,15780,48700,0,35666,1,37,3,8,97363.5
258372,42175.0,1620,1128,0,0,37704,7219,5622,7848,0,0,40836,1,59,1,2,114220.0
100580,54456.0,4350,0,0,620,2100,265,1800,0,1950,0,2172,1,64,2,2,32867.0
157862,69628.5,8080,0,0,1657,15816,300,14628,1260,11000,0,9930,1,47,1,6,25562.5
272400,102922.5,2100,0,0,2346,25488,49405,8640,1776,0,8330,6456,0,63,1,3,64936.5
475690,77227.5,9000,1100,0,23440,23700,21297,78114,12582,0,0,47808,1,48,1,3,181421.5
150310,70259.5,3200,570,0,3213,15786,200,8964,7200,1920,0,12564,1,46,1,4,26433.5
1987100,437807.5,102700,18668,10860,174242,193944,34000,81000,30480,64500,0,114150,1,53,1,9,724748.5
106975,39685.0,120,960,312,1590,11796,1412,4428,1200,0,0,3282,0,64,1,3,42190.0
114571,88932.5,4020,0,0,705,6816,2160,5616,924,1050,0,7920,1,66,1,8,-3572.5
423960,108702.0,2380,0,4160,1004,10248,97450,12768,5616,12100,0,12026,1,63,2,7,157506.0
173848,75646.0,1750,1470,4160,3450,11088,13207,8904,1248,1025,0,11530,1,66,1,5,40370.0
278230,97221.5,9150,1920,4726,3162,9612,5580,2832,1866,550,0,17154,1,35,1,6,124456.5
146110,66880.5,320,270,5430,3580,9876,363,6720,1128,0,0,7950,1,33,0,3,43592.5
322000,124429.5,10900,1280,360,14386,45618,2120,15720,5100,146920,0,19752,1,42,1,4,-64585.5
150520,36299.0,1620,0,0,1170,7068,30604,582,1128,0,0,15474,1,62,1,2,56575.0
194644,106053.5,5160,1194,0,10150,7536,100,7830,4356,13390,0,12668,1,54,1,9,26206.5
508887,155439.0,16360,0,0,13472,24240,3430,31518,21720,42000,0,56592,1,51,1,7,144116.0
263158,44027.5,1540,0,0,5445,10704,1400,15828,2160,4000,0,57734,1,58,1,2,120319.5
213525,117138.0,2900,3000,0,10008,8520,3034,6192,2880,2800,0,28484,1,41,1,5,28569.0
161541,90133.0,2300,0,0,4190,12138,605,7476,540,1800,0,13432,1,57,1,3,28927.0
123197,42777.0,7982,410,3416,7916,6654,2970,2556,540,1635,0,8278,1,35,1,4,38063.0
383454,96894.0,7980,1485,0,13865,16464,3708,18678,3240,1930,0,49008,1,34,1,4,170202.0
74848,33145.5,130,0,0,1208,2220,1003,1140,480,0,0,4188,0,57,0,1,31333.5
166012,46986.5,0,85,470,2459,5040,683,1500,648,0,18130,7622,0,60,2,2,82388.5
694434,245945.5,10520,5590,7240,42950,18372,6120,34518,15000,105750,0,116252,1,63,1,9,86176.5
119990,37475.0,4280,0,7240,1779,4224,602,4464,2130,0,0,7494,1,47,1,3,50302.0
129853,37009.0,650,2165,0,4950,7410,421,4452,1080,0,0,15816,0,73,1,2,55900.0
30384,7726.5,0,0,0,540,3570,244,660,0,0,0,672,0,74,2,1,16971.5
168727,93375.5,3880,0,0,4678,10548,5019,7344,2544,1520,0,33760,1,45,1,5,6058.5
130339,66564.5,6120,5300,10860,4016,9720,793,4710,1440,0,0,8912,1,57,1,3,11903.5
77371,35868.0,150,0,0,1595,6690,8830,1800,1080,0,6840,6576,0,74,2,1,7942.0
93747,54143.0,6250,440,0,2975,5250,1397,1680,600,1290,0,16630,1,43,1,5,3092.0
355460,102486.5,6740,4332,520,8441,18498,15013,4638,3840,0,14250,52894,1,61,1,10,123807.5
150824,131060.0,4800,2120,7240,5579,7722,2650,5592,612,1220,0,11718,1,31,1,6,-29489.0
159844,67765.5,3700,0,0,4234,4680,2245,4698,1380,600,0,19990,1,34,1,5,50551.5
37842,21253.0,0,0,0,2410,2880,48,660,0,0,2569,3090,0,55,0,1,4932.0
418242,81098.0,14660,11795,0,22768,21492,2520,10860,12384,2520,16000,15162,1,41,1,3,206983.0
215908,66716.5,6200,0,312,1528,23568,4500,5880,360,2200,0,5178,0,80,2,2,99465.5
637430,151683.5,16972,900,7670,21592,28644,1791,34422,25314,0,0,45212,1,57,1,4,303229.5
270067,70083.5,2500,0,0,3480,15408,294,11280,960,5000,0,9912,0,43,2,5,151149.5
276320,58999.0,1300,0,0,6780,17358,92,18198,3360,0,0,23480,1,58,1,4,146753.0
821200,184937.0,12000,480,0,17145,67134,9540,28296,23634,0,0,26460,1,59,1,5,451574.0
346070,147874.0,9000,129,0,10247,20208,322,11580,17628,5905,0,12360,0,37,1,7,110817.0
515601,102815.5,9000,0,0,14124,29916,2850,16962,9960,0,0,80496,1,34,1,3,249477.5
356811,92907.5,4370,1845,0,20930,21132,8836,7968,4080,3651,0,6144,1,50,1,5,184947.5
236605,70936.0,11180,0,0,4590,37200,545,4032,3240,0,0,5796,0,76,2,2,99086.0
312633,78378.0,4304,80,0,11213,24462,16182,13080,3150,0,0,25200,0,69,2,4,136584.0
193909,101072.0,4865,1145,0,5413,17220,2269,12480,4500,2825,0,11364,1,45,1,6,30756.0
641874,250116.0,18430,0,23580,2915,23430,8200,14256,8160,4150,980,16164,1,45,1,15,271493.0
39800,17199.5,1690,0,0,1315,4860,809,192,0,0,0,8532,0,54,2,1,5202.5
145800,104425.0,8280,4208,1040,1271,4680,672,5760,204,4900,0,10388,1,51,1,8,-28.0
729910,134721.0,14880,7730,7612,1285,43422,300,22596,8880,23000,0,17448,1,62,1,6,448036.0
330180,36651.5,5880,745,11584,230,21030,9600,7002,2124,0,10000,195168,1,27,0,1,30165.5
294203,100097.5,4850,0,453,5305,12078,1916,11520,4200,750,0,25116,0,65,2,10,127917.5
506780,108065.5,12850,0,0,3480,36510,41470,84900,16872,800,0,29706,1,65,1,4,172126.5
275530,93037.0,10482,296,0,3190,24798,1570,6564,2220,0,14400,11058,1,55,1,5,107915.0
132070,90546.5,10980,0,1092,860,13026,110,12216,4080,2665,0,4848,1,32,1,5,-8353.5
502755,168696.5,22370,3630,0,2355,18870,3695,14976,2772,29470,104740,13548,1,41,1,6,117632.5
120090,82693.5,4290,1440,400,1140,7308,120,13200,3024,1550,0,10842,1,85,1,6,-5917.5
494625,223575.5,20570,2700,0,2495,14220,2004,27852,4896,62770,95410,13572,1,50,1,8,24560.5
141277,86476.0,6760,0,0,1645,5700,338,17760,2832,1400,0,20696,0,56,2,7,-2330.0
121805,82516.0,6500,0,1020,440,25200,0,11520,1980,4600,0,5994,1,70,1,6,-17965.0
313890,106001.5,14300,150,0,3026,8898,7600,12144,3150,20000,0,15182,0,43,3,4,123438.5
135788,59102.5,9750,0,1040,1296,5790,503,2064,540,3079,0,4490,1,37,1,6,48133.5
263600,89426.0,5198,1180,0,6836,11640,3694,9738,1320,2025,108575,9374,1,52,1,4,14594.0
1165326,108040.0,20260,0,0,11305,29370,8070,41334,11040,119700,450000,34942,1,49,1,4,331265.0
181815,90831.0,8840,295,1352,5619,13698,11983,2928,3576,1200,0,11704,1,57,1,4,29789.0
295156,117857.0,2750,2548,3600,2712,16392,6875,16602,2340,0,0,24526,0,53,2,7,98954.0
499476,97129.5,21000,8860,3755,9975,35076,11250,32316,1260,20500,0,14532,1,45,3,1,243822.5
298399,77591.5,4070,820,2160,3545,15006,30930,19224,1554,2600,51397,15856,0,65,3,2,73645.5
234661,99973.5,3160,2718,0,11879,40926,5408,3810,3900,14700,0,33390,1,22,1,3,14796.5
128229,37577.5,0,2568,8130,725,4338,100,564,540,0,0,4356,1,58,1,2,69330.5
100658,50004.5,1993,708,0,3255,3576,1422,6102,354,0,0,11050,1,39,1,3,22193.5
191154,49186.0,400,1800,0,1636,14046,5680,6324,2094,0,0,8658,1,58,1,2,101330.0
197672,63850.5,12150,33303,0,11085,12942,500,13866,1776,29200,0,9882,1,40,1,7,9117.5
344190,91972.5,36290,2078,3068,8578,18924,3698,20898,10776,0,0,40662,1,62,1,3,107245.5
